UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
M15190,x1,297.6,308.4,1398,41.9,215,0,No Failure,14/12/2001 18:00
M15191,x1,297.6,308.4,1391,51.9,218,0,No Failure,14/12/2001 19:00
M15192,x1,297.6,308.3,1538,40.2,0,0,No Failure,14/12/2001 20:00
L47513,x_1,297.5,308.2,1647,31.3,3,0,No Failure,14/12/2001 21:00
M15194,x1,297.5,308.1,1469,44.8,5,0,No Failure,14/12/2001 22:00
L47515,x_1,297.4,308.1,1749,25.9,8,0,No Failure,14/12/2001 23:00
M15196,x1,297.6,308.2,1995,20.5,10,0,No Failure,15/12/2001 00:00
L47517,x_1,297.6,308.3,1742,27.7,13,0,No Failure,15/12/2001 01:00
L47518,x_1,297.5,308.2,1563,38.2,15,0,No Failure,15/12/2001 02:00
M15199,x1,297.5,308.2,1713,32.2,17,0,No Failure,15/12/2001 03:00
L47520,x_1,281.4,308.1,1474,39.4,20,0,No Failure,15/12/2001 04:00
M15201,x1,297.4,308.2,1530,32.6,22,0,No Failure,15/12/2001 05:00
L47522,x_1,297.4,308.2,1471,46.5,25,0,No Failure,15/12/2001 06:00
L47523,x_1,297.5,308.3,1388,128.4,27,0,No Failure,15/12/2001 07:00
M15204,x1,297.5,308.2,2448,13.8,29,0,No Failure,15/12/2001 08:00
L47525,x_1,297.5,308.3,1585,32.9,32,0,No Failure,15/12/2001 09:00
M15206,x1,297.5,308.3,1459,45.2,34,0,No Failure,15/12/2001 10:00
L47527,x_1,297.5,308.3,1544,40.8,37,0,No Failure,15/12/2001 11:00
L47528,x_1,297.6,308.3,1617,31.7,39,0,No Failure,15/12/2001 12:00
L47529,x_1,297.6,308.3,1595,34.3,41,0,No Failure,15/12/2001 13:00
H29764,X1,297.6,308.3,1400,44.3,43,0,No Failure,15/12/2001 14:00
M15211,x1,297.6,308.4,1611,31,48,0,No Failure,15/12/2001 15:00
M15212,x1,297.6,308.4,1507,46,51,0,No Failure,15/12/2001 16:00
H29767,X1,297.5,308.3,1674,30,54,0,No Failure,15/12/2001 17:00
L47534,x_1,297.6,308.3,1658,34.3,59,0,No Failure,15/12/2001 18:00
L47535,x_1,297.6,308.3,1623,36.9,61,0,No Failure,15/12/2001 19:00
M15216,x1,297.6,308.4,1398,128.7,63,0,No Failure,15/12/2001 20:00
L47537,x_1,297.6,308.4,1517,34.2,66,0,No Failure,15/12/2001 21:00
M15218,x1,297.6,308.3,1467,36.7,68,0,No Failure,15/12/2001 22:00
M15219,x1,297.6,308.3,1567,34.6,71,0,No Failure,15/12/2001 23:00
M15220,x1,297.5,308.3,1521,38.2,74,0,No Failure,16/12/2001 00:00
L47541,x_1,297.5,308.3,1596,36.8,77,0,No Failure,16/12/2001 01:00
H29776,X1,297.6,308.3,1640,30.9,79,0,No Failure,16/12/2001 02:00
L47543,x_1,297.6,308.3,1438,47.8,84,0,No Failure,16/12/2001 03:00
L47544,x_1,297.6,308.4,1407,55.2,86,0,No Failure,16/12/2001 04:00
L47545,x_1,297.6,308.4,1353,137.3,88,0,No Failure,16/12/2001 05:00
M15226,x1,297.6,308.5,1552,40.9,90,0,No Failure,16/12/2001 06:00
M15227,x1,297.6,308.4,1569,38.3,93,0,No Failure,16/12/2001 07:00
L47548,x_1,297.5,308.4,1489,39.5,96,0,No Failure,16/12/2001 08:00
H29783,X1,281.5,308.4,1587,36.1,98,0,No Failure,16/12/2001 09:00
M15230,x1,297.5,308.3,1622,37.2,103,0,No Failure,16/12/2001 10:00
L47551,x_1,297.5,308.4,1604,38.1,106,0,No Failure,16/12/2001 11:00
M15232,x1,297.4,308.3,1405,51.7,108,0,No Failure,16/12/2001 12:00
L47553,x_1,297.4,308.3,1412,42,111,0,No Failure,16/12/2001 13:00
L47554,x_1,297.4,308.3,1431,43,113,0,No Failure,16/12/2001 14:00
L47555,x_1,297.4,308.2,1533,37.4,115,0,No Failure,16/12/2001 15:00
M15236,x1,297.4,308.2,1401,131.7,117,0,No Failure,16/12/2001 16:00
M15237,x1,297.4,308.2,1424,53.9,120,0,No Failure,16/12/2001 17:00
L47558,x_1,297.3,308.2,1754,29.4,123,0,No Failure,16/12/2001 18:00
L47559,x_1,281.3,308.2,1754,106.6,125,0,No Failure,16/12/2001 19:00
L47560,x_1,297.5,308.3,2564,12.8,127,1,Power Failure,16/12/2001 20:00
L47561,x_1,297.5,308.5,1546,40.4,129,0,No Failure,16/12/2001 21:00
L47562,x_1,297.5,308.5,1335,48,131,0,No Failure,16/12/2001 22:00
M15243,x1,297.5,308.6,1842,106.8,133,0,No Failure,16/12/2001 23:00
L47564,x_1,297.5,308.5,1712,26.8,136,0,No Failure,17/12/2001 00:00
M15245,x1,297.6,308.6,1414,45.4,138,0,No Failure,17/12/2001 01:00
L47566,x_1,297.6,308.7,1319,50.9,141,0,No Failure,17/12/2001 02:00
L47567,x_1,297.7,308.7,1249,60.4,143,0,No Failure,17/12/2001 03:00
L47568,x_1,297.6,308.7,1455,48.2,145,0,No Failure,17/12/2001 04:00
M15249,x1,297.6,308.7,1408,54.8,147,0,No Failure,17/12/2001 05:00
L47570,x_1,297.6,308.7,1460,46.7,150,0,No Failure,17/12/2001 06:00
L47571,x_1,297.6,308.6,1491,38.1,152,0,No Failure,17/12/2001 07:00
M15252,x1,297.6,308.5,1490,43.4,154,0,No Failure,17/12/2001 08:00
M15253,x1,297.5,308.4,1350,52.2,157,0,No Failure,17/12/2001 09:00
L47574,x_1,297.5,308.4,1528,39.9,160,0,No Failure,17/12/2001 10:00
L47575,x_1,297.4,308.3,1571,37.7,162,0,No Failure,17/12/2001 11:00
L47576,x_1,297.4,308.3,1490,42.6,164,0,No Failure,17/12/2001 12:00
M15257,x1,297.4,308.3,1774,28.9,166,0,No Failure,17/12/2001 13:00
H29812,X1,281.4,308.3,1502,43.6,169,0,No Failure,17/12/2001 14:00
L47579,x_1,297.4,308.4,1392,49.7,174,0,No Failure,17/12/2001 15:00
L47580,x_1,297.4,308.5,2100,16.9,176,0,No Failure,17/12/2001 16:00
L47581,x_1,297.5,308.5,1722,30.4,178,0,No Failure,17/12/2001 17:00
L47582,x_1,297.4,308.6,1678,32.3,180,0,No Failure,17/12/2001 18:00
L47583,x_1,297.3,308.6,1273,59.8,182,0,No Failure,17/12/2001 19:00
L47584,x_1,297.3,308.6,1297,45.9,184,0,No Failure,17/12/2001 20:00
L47585,x_1,297.3,308.5,1350,57.6,186,0,No Failure,17/12/2001 21:00
L47586,x_1,297.4,308.6,1439,131.7,188,0,No Failure,17/12/2001 22:00
M15267,x1,297.4,308.5,1600,42.1,190,0,No Failure,17/12/2001 23:00
M15268,x1,297.4,308.6,1434,44.4,193,0,No Failure,18/12/2001 00:00
L47589,x_1,297.4,308.6,1459,41.3,196,0,No Failure,18/12/2001 01:00
M15270,x1,297.5,308.6,1472,44.9,198,0,No Failure,18/12/2001 02:00
L47591,x_1,297.5,308.7,1429,44.3,201,0,No Failure,18/12/2001 03:00
L47592,x_1,297.5,308.6,1388,48.2,203,0,No Failure,18/12/2001 04:00
L47593,x_1,297.4,308.4,1573,34.5,205,0,No Failure,18/12/2001 05:00
L47594,x_1,297.4,308.4,1588,32.5,207,0,No Failure,18/12/2001 06:00
L47595,x_1,297.5,308.4,1511,42.8,209,0,No Failure,18/12/2001 07:00
L47596,x_1,297.4,308.5,1495,37.8,211,0,No Failure,18/12/2001 08:00
L47597,x_1,297.4,308.4,1394,50.1,213,0,No Failure,18/12/2001 09:00
L47598,x_1,297.4,308.4,2151,17.7,0,0,No Failure,18/12/2001 10:00
M15279,X2,297.3,308.3,1501,38.2,2,0,No Failure,18/12/2011 11:00
M15280,x1,297.3,308.3,1301,39.6,5,0,No Failure,18/12/2001 12:00
M15281,x1,297.3,308.3,1657,31.1,8,0,No Failure,18/12/2001 13:00
L47602,x_1,297.3,308.3,,55.2,11,0,No Failure,18/12/2001 14:00
L47603,x_1,297.3,308.3,1484,43.9,13,0,No Failure,18/12/2001 15:00
L47604,x_1,297.3,308.4,1430,45.7,15,0,No Failure,18/12/2001 16:00
M15285,x1,281.3,308.4,1665,28.9,17,0,No Failure,18/12/2001 17:00
L47606,x_1,297.4,308.5,1501,44.9,20,0,No Failure,18/12/2001 18:00
M15287,x1,297.5,308.5,1496,42.2,22,0,No Failure,18/12/2001 19:00
M15288,x1,297.6,308.6,1595,36.9,25,0,No Failure,18/12/2001 20:00
L47609,x_1,297.5,308.6,1208,62.3,28,0,No Failure,18/12/2001 21:00
L47610,x_1,297.5,308.6,1596,37.1,30,0,No Failure,18/12/2001 22:00
L47611,x_1,297.5,308.5,1446,41.9,32,0,No Failure,18/12/2001 23:00
M15292,x1,297.6,308.5,1466,119.5,34,0,No Failure,19/12/2001 00:00
M15293,x1,297.6,308.5,1848,23.7,37,0,No Failure,19/12/2001 01:00
M15294,x1,297.5,308.5,1484,44.7,40,0,No Failure,19/12/2001 02:00
L47615,x_1,297.4,308.3,1493,41.2,43,0,No Failure,19/12/2001 03:00
L47616,x_1,297.3,308.3,1504,36.3,45,0,No Failure,19/12/2001 04:00
L47617,x_1,297.3,308.3,1538,38.5,47,0,No Failure,19/12/2001 05:00
L47618,x_1,297.4,308.4,1341,52.2,49,0,No Failure,19/12/2001 06:00
M15299,x1,297.4,308.3,1535,34.6,51,0,No Failure,19/12/2001 07:00
L47620,x_1,297.4,308.5,1389,39.2,54,0,No Failure,19/12/2001 08:00
H29855,X1,297.5,308.5,1393,46.6,56,0,No Failure,19/12/2001 09:00
L47622,x_1,297.4,308.5,1399,61.5,61,1,Power Failure,19/12/2001 10:00
H29857,X1,297.4,308.5,1469,45.1,63,0,No Failure,19/12/2001 11:00
L47624,x_1,297.4,308.4,1582,37.2,68,0,No Failure,19/12/2001 12:00
L47625,x_1,297.5,308.6,1793,26.7,70,0,No Failure,19/12/2001 13:00
L47626,x_1,297.5,308.6,1452,39,72,0,No Failure,19/12/2001 14:00
M15307,x1,297.6,308.7,1376,59.9,74,0,No Failure,19/12/2001 15:00
L47628,x_1,297.5,308.6,1552,44.9,77,0,No Failure,19/12/2001 16:00
L47629,x_1,297.6,308.7,1622,37.9,79,0,No Failure,19/12/2001 17:00
M15310,x1,297.6,308.7,1419,41.7,81,0,No Failure,19/12/2001 18:00
H29865,X1,297.5,308.6,1440,125.9,84,0,No Failure,19/12/2001 19:00
M15312,x1,297.4,308.6,1643,31,89,0,No Failure,19/12/2001 20:00
L47633,x_1,297.4,308.7,1510,36.2,92,0,No Failure,19/12/2001 21:00
L47634,x_1,297.4,308.7,1468,46.6,94,0,No Failure,19/12/2001 22:00
L47635,x_1,297.4,308.7,1429,57.4,96,0,Error,19/12/2001 23:00
H29870,X1,297.3,308.7,1478,47.6,98,0,No Failure,20/12/2001 00:00
L47637,x_1,297.4,308.6,1276,133.4,103,0,No Failure,20/12/2001 01:00
L47638,x_1,297.3,308.6,1486,42.6,105,0,No Failure,20/12/2001 02:00
L47639,x_1,297.4,308.6,1476,42.3,107,0,No Failure,20/12/2001 03:00
H29874,X1,297.3,308.6,1431,42,109,0,No Failure,20/12/2001 04:00
L47641,x_1,297.4,308.7,1402,40.2,114,0,No Failure,20/12/2001 05:00
L47642,x_1,281.4,308.7,1433,43.4,116,0,No Failure,20/12/2001 06:00
L47643,x_1,297.4,308.7,2874,4.2,118,1,Power Failure,20/12/2001 07:00
L47644,x_1,281.3,308.6,1511,35.7,120,0,No Failure,20/12/2001 08:00
M15325,x1,297.3,308.6,1456,42.9,122,0,No Failure,20/12/2001 09:00
L47646,x_1,297.2,308.5,1550,41.5,125,0,No Failure,20/12/2001 10:00
L47647,x_1,297.2,308.5,2182,16.5,127,0,No Failure,20/12/2001 11:00
L47648,x_1,297.3,308.7,1619,111.4,129,0,No Failure,20/12/2001 12:00
M15329,x1,297.3,308.8,1586,32.7,131,0,No Failure,20/12/2001 13:00
H29884,X1,297.3,308.8,1499,44.2,134,0,No Failure,20/12/2001 14:00
H29885,X1,281.3,308.8,1419,42.4,139,0,No Failure,20/12/2001 15:00
M15332,x1,297.4,309,1497,41.8,144,0,No Failure,20/12/2001 16:00
M15333,x1,297.4,309,1520,37,147,0,No Failure,20/12/2001 17:00
L47654,x_1,297.4,309.1,1478,49.8,150,0,No Failure,20/12/2001 18:00
L47655,x_1,297.4,309.1,1380,41.1,152,0,No Failure,20/12/2001 19:00
L47656,x_1,297.4,309,1570,37.9,154,0,No Failure,20/12/2001 20:00
H29891,X1,297.4,309,1468,121.2,156,0,No Failure,20/12/2001 21:00
L47658,x_1,297.4,309,1833,22.6,161,0,No Failure,20/12/2001 22:00
M15339,x1,297.4,308.9,1323,57.3,163,0,No Failure,20/12/2001 23:00
L47660,x_1,297.4,309,1583,32,166,0,No Failure,21/12/2001 00:00
M15341,x1,297.3,309,1556,39.5,168,0,No Failure,21/12/2001 01:00
L47662,x_1,297.3,309,1548,37.4,171,0,No Failure,21/12/2001 02:00
L47663,x_1,297.4,309,1324,56.9,173,0,No Failure,21/12/2001 03:00
L47664,x_1,297.4,309,1568,33.7,175,0,No Failure,21/12/2001 04:00
M15345,x1,297.4,309,1685,30.7,177,0,No Failure,21/12/2001 05:00
M15346,x1,297.4,309.1,1582,35.9,180,0,No Failure,21/12/2001 06:00
M15347,x1,297.4,309.1,1463,35,183,0,No Failure,21/12/2001 07:00
L47668,x_1,297.4,309.2,1584,42.8,186,0,No Failure,21/12/2001 08:00
M15349,x1,297.5,309.2,1347,55.8,188,0,No Failure,21/12/2001 09:00
L47670,x_1,297.4,309.2,1459,37.9,191,0,No Failure,21/12/2001 10:00
L47671,x_1,281.4,309.2,1420,45.6,193,0,No Failure,21/12/2001 11:00
L47672,x_1,297.5,309.3,1404,43.5,195,0,No Failure,21/12/2001 12:00
L47673,x_1,297.5,309.3,1470,38.8,197,0,No Failure,21/12/2001 13:00
L47674,x_1,297.6,309.4,1326,49.8,199,0,No Failure,21/12/2001 14:00
H29909,X1,297.5,309.3,1459,49.7,201,0,No Failure,21/12/2001 15:00
M15356,x1,297.5,309.2,1530,40,206,0,No Failure,21/12/2001 16:00
L47677,x_1,297.4,309,1505,39.2,209,0,No Failure,21/12/2001 17:00
L47678,x_1,297.5,309.1,1611,30.2,211,0,No Failure,21/12/2001 18:00
L47679,x_1,297.5,309.1,1515,35.1,213,0,No Failure,21/12/2001 19:00
M15360,x1,297.5,309.2,1804,27.4,215,0,No Failure,21/12/2001 20:00
M15361,x1,297.6,309.3,1464,46.2,218,0,No Failure,21/12/2001 21:00
L47682,x_1,297.6,309.2,1390,43.3,221,0,No Failure,21/12/2001 22:00
M15363,x1,297.6,309.2,1442,48.1,0,0,No Failure,21/12/2001 23:00
M15364,x1,297.6,309.3,1529,41.9,3,0,No Failure,22/12/2001 00:00
L47685,x_1,297.6,309.3,1610,35,6,0,No Failure,22/12/2001 01:00
L47686,x_1,297.6,309.3,1543,34.3,8,0,No Failure,22/12/2001 02:00
H29921,X1,297.8,309.4,1445,48.2,10,0,No Failure,22/12/2001 03:00
L47688,x_1,297.7,309.3,1893,24.6,15,0,No Failure,22/12/2001 04:00
M15369,x1,265.6,309.3,1415,41.3,17,0,No Failure,22/12/2001 05:00
L47690,x_1,297.5,309.3,1564,37.5,20,0,No Failure,22/12/2001 06:00
L47691,x_1,297.5,309.3,1479,39.4,22,0,No Failure,22/12/2001 07:00
L47692,x_1,297.5,309.2,1426,44.8,24,0,No Failure,22/12/2001 08:00
L47693,x_1,297.4,309.2,1428,38.8,26,0,No Failure,22/12/2001 09:00
L47694,x_1,297.4,309.2,1620,33.2,28,0,No Failure,22/12/2001 10:00
L47695,x_1,297.5,309.2,1715,28,30,0,No Failure,22/12/2001 11:00
L47696,x_1,297.5,309.3,1732,29.9,32,0,No Failure,22/12/2001 12:00
M15377,x1,297.5,309.4,1391,58.2,34,0,No Failure,22/12/2001 13:00
L47698,x_1,297.6,309.5,1924,20.6,37,0,No Failure,22/12/2001 14:00
M15379,x1,297.7,309.5,2027,19.8,39,0,No Failure,22/12/2001 15:00
L47700,x_1,297.6,309.5,1617,36.2,42,0,No Failure,22/12/2001 16:00
L47701,x_1,297.5,309.4,1497,115.6,44,0,No Failure,22/12/2001 17:00
M15382,x1,297.5,309.5,1448,43.7,46,0,No Failure,22/12/2001 18:00
L47703,x_1,297.4,309.4,1401,45.9,49,0,No Failure,22/12/2001 19:00
L47704,x_1,297.4,309.4,1620,35.4,51,0,No Failure,22/12/2001 20:00
L47705,x_1,297.4,309.4,1466,45.5,53,0,No Failure,22/12/2001 21:00
L47706,x_1,297.6,309.5,1373,50.6,55,0,No Failure,22/12/2001 22:00
M15387,x1,281.6,309.6,1592,35.8,57,0,Error,22/12/2001 23:00
M15388,x1,297.5,309.5,1553,42.4,60,0,No Failure,23/12/2001 00:00
L47709,x_1,297.6,309.5,1569,36.2,63,0,No Failure,23/12/2001 01:00
M15390,x1,297.6,309.5,1709,32.2,65,0,No Failure,23/12/2001 02:00
L47711,x_1,297.6,309.5,1549,34.9,68,0,No Failure,23/12/2001 03:00
L47712,x_1,297.5,309.4,1443,45.4,70,0,No Failure,23/12/2001 04:00
L47713,x_1,297.5,309.3,1675,29.8,72,0,No Failure,23/12/2001 05:00
L47714,x_1,297.5,309.3,1623,33.4,74,0,No Failure,23/12/2001 06:00
H29949,X1,297.4,309.3,1365,52.4,76,0,No Failure,23/12/2001 07:00
L47716,x_1,297.4,309.3,1759,24.8,81,0,No Failure,23/12/2001 08:00
H29951,X1,297.4,309.3,1516,43,83,0,No Failure,23/12/2001 09:00
M15398,x1,297.4,309.3,1499,36.8,88,0,No Failure,23/12/2001 10:00
M15399,x1,297.4,309.3,1775,25.8,91,0,No Failure,23/12/2001 11:00
L47720,x_1,297.4,309.4,1473,45.5,94,0,No Failure,23/12/2001 12:00
L47721,x_1,297.4,309.4,1296,52.3,96,0,No Failure,23/12/2001 13:00
L47722,x_1,297.5,309.4,1803,24.7,98,0,No Failure,23/12/2001 14:00
H29957,X1,297.5,309.3,1563,36.1,100,0,No Failure,23/12/2001 15:00
M15404,x1,297.5,309.4,1831,26.6,105,0,No Failure,23/12/2001 16:00
L47725,x_1,297.6,309.4,1958,22.1,108,0,No Failure,23/12/2001 17:00
L47726,x_1,297.5,309.4,1809,24.3,110,0,No Failure,23/12/2001 18:00
M15407,x1,297.5,309.4,1482,39.3,112,0,No Failure,23/12/2001 19:00
L47728,x_1,297.4,309.3,1332,53.2,115,0,No Failure,23/12/2001 20:00
L47729,x_1,297.4,309.2,1437,40.4,117,0,No Failure,23/12/2001 21:00
L47730,x_1,297.4,309.2,1698,29.4,119,0,No Failure,23/12/2001 22:00
L47731,x_1,297.4,309.2,1274,54.3,121,0,No Failure,23/12/2001 23:00
M15412,x1,297.4,309.3,1622,35,123,0,No Failure,24/12/2001 00:00
M15413,x1,297.4,309.3,1564,36,126,0,No Failure,24/12/2001 01:00
H29968,X1,297.5,309.4,1368,45.3,129,0,No Failure,24/12/2001 02:00
M15415,x1,297.4,309.4,1539,42.2,134,0,No Failure,24/12/2001 03:00
L47736,x_1,297.5,309.4,1357,50.1,137,0,No Failure,24/12/2001 04:00
M15417,x1,297.5,309.4,1433,48.3,139,0,No Failure,24/12/2001 05:00
L47738,x_1,281.5,309.4,1650,34.6,142,0,No Failure,24/12/2001 06:00
L47739,x_1,297.5,309.4,1503,40.6,144,0,No Failure,24/12/2001 07:00
L47740,x_1,297.5,309.4,1318,58.2,146,0,No Failure,24/12/2001 08:00
M15421,x1,297.5,309.4,1678,34.4,148,0,No Failure,24/12/2001 09:00
L47742,x_1,297.6,309.5,1574,30.9,151,0,No Failure,24/12/2001 10:00
L47743,x_1,297.7,309.6,1529,35.2,153,0,No Failure,24/12/2001 11:00
H29978,X1,297.6,309.6,1669,32.1,155,0,No Failure,24/12/2001 12:00
H29979,X1,297.7,309.7,1570,35.8,160,0,No Failure,24/12/2001 13:00
M15426,x1,297.6,309.7,1541,33.7,165,0,No Failure,24/12/2001 14:00
M15427,x1,281.7,309.7,1680,30.2,168,0,No Failure,24/12/2001 15:00
L47748,x_1,297.8,309.7,1935,22.1,171,0,No Failure,24/12/2001 16:00
M15429,x1,297.7,309.6,1596,35.2,173,0,No Failure,24/12/2001 17:00
L47750,x_1,297.7,309.7,1498,41,176,0,No Failure,24/12/2001 18:00
M15431,x1,297.8,309.8,1676,29,178,0,No Failure,24/12/2001 19:00
L47752,x_1,281.8,309.9,1351,49,181,0,No Failure,24/12/2001 20:00
L47753,x_1,297.9,309.9,1472,45,183,0,No Failure,24/12/2001 21:00
M15434,x1,297.9,310,1439,41.7,185,0,No Failure,24/12/2001 22:00
M15435,x1,297.9,309.9,1410,55.4,188,0,No Failure,24/12/2001 23:00
H29990,X1,297.7,309.7,1440,51.1,191,0,No Failure,25/12/2001 00:00
L47757,x_1,297.7,309.7,1591,37.7,196,0,No Failure,25/12/2001 01:00
L47758,x_1,297.8,309.8,1533,36.8,198,0,No Failure,25/12/2001 02:00
M15439,x1,297.8,309.7,1700,31.3,200,0,No Failure,25/12/2001 03:00
M15440,x1,281.8,309.8,1798,25.5,203,0,No Failure,25/12/2001 04:00
L47761,x_1,297.8,309.7,1394,42.9,206,0,No Failure,25/12/2001 05:00
L47762,x_1,297.8,309.7,1341,49.2,208,0,No Failure,25/12/2001 06:00
H29997,X1,297.7,309.6,,32.2,210,0,No Failure,25/12/2001 07:00
H29998,X1,297.6,309.6,1419,48.2,215,0,No Failure,25/12/2001 08:00
L47765,x_1,297.6,309.5,2001,20.5,220,0,No Failure,25/12/2001 09:00
L47766,x_1,297.6,309.6,1501,49.8,222,1,Overstrain Failure,25/12/2001 10:00
H30001,X1,297.6,309.5,1623,33.1,224,0,No Failure,25/12/2001 11:00
L47768,x_1,297.6,309.4,1628,33.4,229,0,No Failure,25/12/2001 12:00
L47769,x_1,297.6,309.4,1491,40.2,231,0,No Failure,25/12/2001 13:00
L47770,x_1,297.5,309.4,1517,36.7,233,0,No Failure,25/12/2001 14:00
H30005,X1,297.5,309.3,1525,41.7,235,0,No Failure,25/12/2001 15:00
H30006,X1,297.5,309.5,1668,27.9,240,0,No Failure,25/12/2001 16:00
L47773,x_1,297.5,309.6,1312,50.7,0,0,No Failure,25/12/2001 17:00
H30008,X1,297.6,309.6,1278,50.4,2,0,No Failure,25/12/2001 18:00
M15455,x1,297.6,309.6,1330,53.1,7,0,No Failure,25/12/2001 19:00
M15456,x1,297.6,309.6,1530,37.3,10,0,No Failure,25/12/2001 20:00
H30011,X1,297.6,309.6,1428,46.6,13,0,No Failure,25/12/2001 21:00
L47778,x_1,297.7,309.6,1480,127.7,18,0,No Failure,25/12/2001 22:00
H30013,X1,297.7,309.7,1616,31.1,20,0,No Failure,25/12/2001 23:00
L47780,x_1,297.8,309.7,1547,37.3,25,0,No Failure,26/12/2001 00:00
L47781,x_1,297.9,309.7,2194,16.8,27,0,No Failure,26/12/2001 01:00
L47782,x_1,297.9,309.8,2000,21.3,29,0,No Failure,26/12/2001 02:00
L47783,x_1,297.9,309.8,1336,71.6,31,1,Power Failure,26/12/2001 03:00
L47784,x_1,297.9,309.9,1542,33.8,33,0,No Failure,26/12/2001 04:00
M15465,x1,297.9,309.8,1693,29.9,35,0,No Failure,26/12/2001 05:00
L47786,x_1,297.9,309.8,1461,50.5,38,0,No Failure,26/12/2001 06:00
M15467,x1,298,309.9,1565,113.7,40,0,No Failure,26/12/2001 07:00
L47788,x_1,298,309.9,1403,47.7,43,0,No Failure,26/12/2001 08:00
L47789,x_1,298.1,309.9,1629,32.5,45,0,No Failure,26/12/2001 09:00
L47790,x_1,298.1,310,1534,33.7,47,0,No Failure,26/12/2001 10:00
L47791,x_1,298.1,310,1553,40.9,49,0,No Failure,26/12/2001 11:00
L47792,x_1,298.1,309.9,1563,32.8,51,0,No Failure,26/12/2001 12:00
L47793,x_1,298.1,309.9,1634,30,53,0,No Failure,26/12/2001 13:00
M15474,x1,298,309.9,1445,45.2,55,0,No Failure,26/12/2001 14:00
L47795,x_1,298.1,309.9,1642,30.4,58,0,No Failure,26/12/2001 15:00
H30030,X1,298.1,309.9,1686,29.1,60,0,No Failure,26/12/2001 16:00
M15477,x1,298.1,310,1393,43.1,65,0,No Failure,26/12/2001 17:00
H30032,X2,298.2,310,1433,44.2,68,0,No Failure,26/12/2011 18:00
L47799,x_1,298.3,310,1507,44.7,73,0,No Failure,26/12/2001 19:00
M15480,x1,298.3,310.1,1389,129.4,75,0,No Failure,26/12/2001 20:00
L47801,x_1,298.3,310.1,1408,45.3,78,0,No Failure,26/12/2001 21:00
M15482,x1,298.4,310.2,1725,32,80,0,No Failure,26/12/2001 22:00
L47803,x_1,282.4,310.1,1926,23.7,83,0,No Failure,26/12/2001 23:00
H30038,X1,298.3,310.1,1509,37.6,85,0,No Failure,27/12/2001 00:00
L47805,x_1,298.3,310.1,1545,36.3,90,0,No Failure,27/12/2001 01:00
L47806,x_1,298.4,310.1,1533,35.2,92,0,No Failure,27/12/2001 02:00
L47807,x_1,298.4,310.1,1455,122,94,0,No Failure,27/12/2001 03:00
M15488,x1,298.4,310.1,1335,57.8,96,0,No Failure,27/12/2001 04:00
L47809,x_1,298.3,310.1,1523,45.9,99,0,No Failure,27/12/2001 05:00
L47810,x_1,298.3,310,1460,47.6,101,0,No Failure,27/12/2001 06:00
L47811,x_1,298.4,310,1554,37.3,103,0,No Failure,27/12/2001 07:00
H30046,X1,298.3,310,1419,47.1,105,0,No Failure,27/12/2001 08:00
L47813,x_1,298.3,310,1442,43.9,110,0,No Failure,27/12/2001 09:00
L47814,x_1,298.3,309.9,1507,41.6,112,0,No Failure,27/12/2001 10:00
L47815,x_1,298.3,310,1858,23.9,114,0,No Failure,27/12/2001 11:00
L47816,x_1,298.3,309.9,1463,43.9,116,0,No Failure,27/12/2001 12:00
L47817,x_1,298.2,309.7,1585,37.4,118,0,No Failure,27/12/2001 13:00
L47818,x_1,298,309.6,1536,37.3,120,0,No Failure,27/12/2001 14:00
L47819,x_1,298,309.6,1403,131.1,122,0,No Failure,27/12/2001 15:00
M15500,x1,297.9,309.6,1515,38.8,124,0,No Failure,27/12/2001 16:00
L47821,x_1,297.9,309.5,1390,47.9,127,0,No Failure,27/12/2001 17:00
M15502,x1,297.8,309.4,1226,58.7,129,0,No Failure,27/12/2001 18:00
M15503,x1,281.8,309.4,1495,36.5,132,0,No Failure,27/12/2001 19:00
H30058,X2,297.7,309.4,1608,30.2,135,0,No Failure,27/12/2011 20:00
L47825,x_1,297.7,309.4,1392,44.1,140,0,No Failure,27/12/2001 21:00
M15506,x1,297.7,309.4,1461,43.7,142,0,No Failure,27/12/2001 22:00
L47827,x_1,297.7,309.3,1559,36.9,145,0,Error,27/12/2001 23:00
H30062,X1,297.7,309.3,1400,48.9,147,0,No Failure,28/12/2001 00:00
M15509,x1,297.7,309.2,1732,28.8,152,0,No Failure,28/12/2001 01:00
L47830,x_1,297.6,309.2,1611,33.1,155,0,No Failure,28/12/2001 02:00
L47831,x_1,297.6,309.1,1503,38.9,157,0,No Failure,28/12/2001 03:00
L47832,x_1,297.7,309.2,1391,44.5,159,0,No Failure,28/12/2001 04:00
L47833,x_1,297.8,309.3,2015,20.1,161,0,No Failure,28/12/2001 05:00
L47834,x_1,297.8,309.2,1683,30.9,163,0,No Failure,28/12/2001 06:00
L47835,x_1,297.7,309.1,1435,38.8,165,0,No Failure,28/12/2001 07:00
M15516,x1,297.7,309.1,1732,28.1,167,0,No Failure,28/12/2001 08:00
L47837,x_1,297.7,309.2,1365,58.6,170,0,No Failure,28/12/2001 09:00
L47838,x_1,297.7,309.1,1562,36.8,172,0,No Failure,28/12/2001 10:00
